Question ID,NetSuite Module,User Question,Clarification Question,Query ID,Live Lookup Field,SQL Query,Available Options,JSON Status,JSON Row Count,JSON Error,JSON Details,JSON Items,Selector Type
q502,Reporting,Show performance scorecard,Aggregation level?,aggregation-level,'none',"SELECT 'none' as value, 'No Aggregation' as display_value FROM DUAL UNION ALL SELECT 'daily' as value, 'Daily Totals' as display_value FROM DUAL UNION ALL SELECT 'weekly' as value, 'Weekly Totals' as display_value FROM DUAL UNION ALL SELECT 'monthly' as value, 'Monthly Totals' as display_value FROM DUAL UNION ALL SELECT 'yearly' as value, 'Yearly Totals' as display_value FROM DUAL","Daily Totals, Monthly Totals, No Aggregation, Weekly Totals, Yearly Totals",success,5,,,"[{""links"": [], ""display_value"": ""Daily Totals"", ""value"": ""daily""}, {""links"": [], ""display_value"": ""Monthly Totals"", ""value"": ""monthly""}, {""links"": [], ""display_value"": ""No Aggregation"", ""value"": ""none""}, {""links"": [], ""display_value"": ""Weekly Totals"", ""value"": ""weekly""}, {""links"": [], ""display_value"": ""Yearly Totals"", ""value"": ""yearly""}]",Radio Buttons
q503,Financial Analysis,Calculate business metrics,How should I calculate?,calculation-method,'average',"SELECT 'average' as value, 'Average' as display_value FROM DUAL UNION ALL SELECT 'weighted' as value, 'Weighted Average' as display_value FROM DUAL UNION ALL SELECT 'median' as value, 'Median' as display_value FROM DUAL UNION ALL SELECT 'sum' as value, 'Sum Total' as display_value FROM DUAL","Average, Median, Sum Total, Weighted Average",success,4,,,"[{""links"": [], ""display_value"": ""Average"", ""value"": ""average""}, {""links"": [], ""display_value"": ""Median"", ""value"": ""median""}, {""links"": [], ""display_value"": ""Sum Total"", ""value"": ""sum""}, {""links"": [], ""display_value"": ""Weighted Average"", ""value"": ""weighted""}]",Radio Buttons
q504,Reporting,Show trend analysis,How should I group the time periods?,time-grouping,'daily',"SELECT 'daily' as value, 'Daily' as display_value FROM DUAL UNION ALL SELECT 'weekly' as value, 'Weekly' as display_value FROM DUAL UNION ALL SELECT 'monthly' as value, 'Monthly' as display_value FROM DUAL UNION ALL SELECT 'quarterly' as value, 'Quarterly' as display_value FROM DUAL UNION ALL SELECT 'yearly' as value, 'Yearly' as display_value FROM DUAL","Daily, Monthly, Quarterly, Weekly, Yearly",success,5,,,"[{""links"": [], ""display_value"": ""Daily"", ""value"": ""daily""}, {""links"": [], ""display_value"": ""Monthly"", ""value"": ""monthly""}, {""links"": [], ""display_value"": ""Quarterly"", ""value"": ""quarterly""}, {""links"": [], ""display_value"": ""Weekly"", ""value"": ""weekly""}, {""links"": [], ""display_value"": ""Yearly"", ""value"": ""yearly""}]",Radio Buttons
q505,Planning & Budgeting,Generate forecast model,Which forecast version?,forecast-version,'latest',"SELECT 'latest' as value, 'Latest Forecast' as display_value FROM DUAL UNION ALL SELECT 'approved' as value, 'Approved Forecast' as display_value FROM DUAL UNION ALL SELECT 'working' as value, 'Working Version' as display_value FROM DUAL UNION ALL SELECT 'scenario' as value, 'Scenario Version' as display_value FROM DUAL","Approved Forecast, Latest Forecast, Scenario Version, Working Version",success,4,,,"[{""links"": [], ""display_value"": ""Approved Forecast"", ""value"": ""approved""}, {""links"": [], ""display_value"": ""Latest Forecast"", ""value"": ""latest""}, {""links"": [], ""display_value"": ""Scenario Version"", ""value"": ""scenario""}, {""links"": [], ""display_value"": ""Working Version"", ""value"": ""working""}]",Checkbox Multi-Select
q506,Planning & Budgeting,Show predictive analytics,What time horizon?,time-horizon,'short',"SELECT 'short' as value, 'Short Term (0-3 months)' as display_value FROM DUAL UNION ALL SELECT 'medium' as value, 'Medium Term (3-12 months)' as display_value FROM DUAL UNION ALL SELECT 'long' as value, 'Long Term (12+ months)' as display_value FROM DUAL","Long Term (12+ months), Medium Term (3-12 months), Short Term (0-3 months)",success,3,,,"[{""links"": [], ""display_value"": ""Long Term (12+ months)"", ""value"": ""long""}, {""links"": [], ""display_value"": ""Medium Term (3-12 months)"", ""value"": ""medium""}, {""links"": [], ""display_value"": ""Short Term (0-3 months)"", ""value"": ""short""}]",Radio Buttons
q507,Financial Analysis,Calculate regression analysis,How should I calculate?,calculation-method,'average',"SELECT 'average' as value, 'Average' as display_value FROM DUAL UNION ALL SELECT 'weighted' as value, 'Weighted Average' as display_value FROM DUAL UNION ALL SELECT 'median' as value, 'Median' as display_value FROM DUAL UNION ALL SELECT 'sum' as value, 'Sum Total' as display_value FROM DUAL","Average, Median, Sum Total, Weighted Average",success,4,,,"[{""links"": [], ""display_value"": ""Average"", ""value"": ""average""}, {""links"": [], ""display_value"": ""Median"", ""value"": ""median""}, {""links"": [], ""display_value"": ""Sum Total"", ""value"": ""sum""}, {""links"": [], ""display_value"": ""Weighted Average"", ""value"": ""weighted""}]",Radio Buttons
q508,Reporting,Show correlation matrix,How to join datasets?,join-datasets,'inner',"SELECT 'inner' as value, 'Inner Join (Matching Only)' as display_value FROM DUAL UNION ALL SELECT 'left' as value, 'Left Join (All from Primary)' as display_value FROM DUAL UNION ALL SELECT 'full' as value, 'Full Outer Join' as display_value FROM DUAL UNION ALL SELECT 'union' as value, 'Union (Combine All)' as display_value FROM DUAL","Full Outer Join, Inner Join (Matching Only), Left Join (All from Primary), Union (Combine All)",success,4,,,"[{""links"": [], ""display_value"": ""Full Outer Join"", ""value"": ""full""}, {""links"": [], ""display_value"": ""Inner Join (Matching Only)"", ""value"": ""inner""}, {""links"": [], ""display_value"": ""Left Join (All from Primary)"", ""value"": ""left""}, {""links"": [], ""display_value"": ""Union (Combine All)"", ""value"": ""union""}]",Checkbox Multi-Select
q509,Reporting,Track seasonality patterns,How should I group the time periods?,time-grouping,'daily',"SELECT 'daily' as value, 'Daily' as display_value FROM DUAL UNION ALL SELECT 'weekly' as value, 'Weekly' as display_value FROM DUAL UNION ALL SELECT 'monthly' as value, 'Monthly' as display_value FROM DUAL UNION ALL SELECT 'quarterly' as value, 'Quarterly' as display_value FROM DUAL UNION ALL SELECT 'yearly' as value, 'Yearly' as display_value FROM DUAL","Daily, Monthly, Quarterly, Weekly, Yearly",success,5,,,"[{""links"": [], ""display_value"": ""Daily"", ""value"": ""daily""}, {""links"": [], ""display_value"": ""Monthly"", ""value"": ""monthly""}, {""links"": [], ""display_value"": ""Quarterly"", ""value"": ""quarterly""}, {""links"": [], ""display_value"": ""Weekly"", ""value"": ""weekly""}, {""links"": [], ""display_value"": ""Yearly"", ""value"": ""yearly""}]",Radio Buttons
q510,Reporting,Show outlier detection,How deep to analyze?,analysis-depth,'high_level',"SELECT 'high_level' as value, 'High Level Overview' as display_value FROM DUAL UNION ALL SELECT 'standard' as value, 'Standard Analysis' as display_value FROM DUAL UNION ALL SELECT 'detailed' as value, 'Detailed Analysis' as display_value FROM DUAL UNION ALL SELECT 'forensic' as value, 'Forensic Detail' as display_value FROM DUAL","Detailed Analysis, Forensic Detail, High Level Overview, Standard Analysis",success,4,,,"[{""links"": [], ""display_value"": ""Detailed Analysis"", ""value"": ""detailed""}, {""links"": [], ""display_value"": ""Forensic Detail"", ""value"": ""forensic""}, {""links"": [], ""display_value"": ""High Level Overview"", ""value"": ""high_level""}, {""links"": [], ""display_value"": ""Standard Analysis"", ""value"": ""standard""}]",Radio Buttons
q511,Financial Analysis,Calculate statistical significance,How should I calculate?,calculation-method,'average',"SELECT 'average' as value, 'Average' as display_value FROM DUAL UNION ALL SELECT 'weighted' as value, 'Weighted Average' as display_value FROM DUAL UNION ALL SELECT 'median' as value, 'Median' as display_value FROM DUAL UNION ALL SELECT 'sum' as value, 'Sum Total' as display_value FROM DUAL","Average, Median, Sum Total, Weighted Average",success,4,,,"[{""links"": [], ""display_value"": ""Average"", ""value"": ""average""}, {""links"": [], ""display_value"": ""Median"", ""value"": ""median""}, {""links"": [], ""display_value"": ""Sum Total"", ""value"": ""sum""}, {""links"": [], ""display_value"": ""Weighted Average"", ""value"": ""weighted""}]",Radio Buttons
q512,Reporting,Show confidence intervals,What level of detail?,detail-level,'summary',"SELECT 'summary' as value, 'Summary Level' as display_value FROM DUAL UNION ALL SELECT 'detail' as value, 'Detail Level' as display_value FROM DUAL UNION ALL SELECT 'transaction' as value, 'Transaction Level' as display_value FROM DUAL UNION ALL SELECT 'audit' as value, 'Audit Trail Detail' as display_value FROM DUAL","Audit Trail Detail, Detail Level, Summary Level, Transaction Level",success,4,,,"[{""links"": [], ""display_value"": ""Audit Trail Detail"", ""value"": ""audit""}, {""links"": [], ""display_value"": ""Detail Level"", ""value"": ""detail""}, {""links"": [], ""display_value"": ""Summary Level"", ""value"": ""summary""}, {""links"": [], ""display_value"": ""Transaction Level"", ""value"": ""transaction""}]",Radio Buttons
q513,System,Track data quality metrics,Data freshness requirement?,data-freshness,'realtime',"SELECT 'realtime' as value, 'Real-Time' as display_value FROM DUAL UNION ALL SELECT 'daily' as value, 'Daily Refresh' as display_value FROM DUAL UNION ALL SELECT 'weekly' as value, 'Weekly Refresh' as display_value FROM DUAL UNION ALL SELECT 'monthly' as value, 'Monthly Refresh' as display_value FROM DUAL","Daily Refresh, Monthly Refresh, Real-Time, Weekly Refresh",success,4,,,"[{""links"": [], ""display_value"": ""Daily Refresh"", ""value"": ""daily""}, {""links"": [], ""display_value"": ""Monthly Refresh"", ""value"": ""monthly""}, {""links"": [], ""display_value"": ""Real-Time"", ""value"": ""realtime""}, {""links"": [], ""display_value"": ""Weekly Refresh"", ""value"": ""weekly""}]",Radio Buttons
q514,Reporting,Show data completeness,Which data view?,data-view,'consolidated',"SELECT 'consolidated' as value, 'Consolidated View' as display_value FROM DUAL UNION ALL SELECT 'detailed' as value, 'Detailed View' as display_value FROM DUAL UNION ALL SELECT 'comparison' as value, 'Comparison View' as display_value FROM DUAL UNION ALL SELECT 'trend' as value, 'Trend Analysis' as display_value FROM DUAL","Comparison View, Consolidated View, Detailed View, Trend Analysis",success,4,,,"[{""links"": [], ""display_value"": ""Comparison View"", ""value"": ""comparison""}, {""links"": [], ""display_value"": ""Consolidated View"", ""value"": ""consolidated""}, {""links"": [], ""display_value"": ""Detailed View"", ""value"": ""detailed""}, {""links"": [], ""display_value"": ""Trend Analysis"", ""value"": ""trend""}]",Checkbox Multi-Select
q515,Financial Analysis,Monitor data accuracy,How should I calculate?,calculation-method,'average',"SELECT 'average' as value, 'Average' as display_value FROM DUAL UNION ALL SELECT 'weighted' as value, 'Weighted Average' as display_value FROM DUAL UNION ALL SELECT 'median' as value, 'Median' as display_value FROM DUAL UNION ALL SELECT 'sum' as value, 'Sum Total' as display_value FROM DUAL","Average, Median, Sum Total, Weighted Average",success,4,,,"[{""links"": [], ""display_value"": ""Average"", ""value"": ""average""}, {""links"": [], ""display_value"": ""Median"", ""value"": ""median""}, {""links"": [], ""display_value"": ""Sum Total"", ""value"": ""sum""}, {""links"": [], ""display_value"": ""Weighted Average"", ""value"": ""weighted""}]",Radio Buttons
q516,Compliance,Track data governance,Which compliance aspects should I check?,compliance-aspects,'sox',"SELECT 'sox' as value, 'SOX Compliance' as display_value FROM DUAL UNION ALL SELECT 'tax' as value, 'Tax Compliance' as display_value FROM DUAL UNION ALL SELECT 'regulatory' as value, 'Regulatory Compliance' as display_value FROM DUAL UNION ALL SELECT 'internal' as value, 'Internal Controls' as display_value FROM DUAL UNION ALL SELECT 'all' as value, 'All Compliance Areas' as display_value FROM DUAL","All Compliance Areas, Internal Controls, Regulatory Compliance, SOX Compliance, Tax Compliance",success,5,,,"[{""links"": [], ""display_value"": ""All Compliance Areas"", ""value"": ""all""}, {""links"": [], ""display_value"": ""Internal Controls"", ""value"": ""internal""}, {""links"": [], ""display_value"": ""Regulatory Compliance"", ""value"": ""regulatory""}, {""links"": [], ""display_value"": ""SOX Compliance"", ""value"": ""sox""}, {""links"": [], ""display_value"": ""Tax Compliance"", ""value"": ""tax""}]",Checkbox Multi-Select
q517,System,Show master data management,Which entity type?,entity-type,'customer',"SELECT 'customer' as value, 'Customers' as display_value FROM DUAL UNION ALL SELECT 'vendor' as value, 'Vendors' as display_value FROM DUAL UNION ALL SELECT 'employee' as value, 'Employees' as display_value FROM DUAL UNION ALL SELECT 'partner' as value, 'Partners' as display_value FROM DUAL","Customers, Employees, Partners, Vendors",success,4,,,"[{""links"": [], ""display_value"": ""Customers"", ""value"": ""customer""}, {""links"": [], ""display_value"": ""Employees"", ""value"": ""employee""}, {""links"": [], ""display_value"": ""Partners"", ""value"": ""partner""}, {""links"": [], ""display_value"": ""Vendors"", ""value"": ""vendor""}]",Checkbox Multi-Select
q518,System,Calculate data lineage,Value source?,value-source,'system',"SELECT 'system' as value, 'System Values' as display_value FROM DUAL UNION ALL SELECT 'manual' as value, 'Manual Entries' as display_value FROM DUAL UNION ALL SELECT 'calculated' as value, 'Calculated Values' as display_value FROM DUAL UNION ALL SELECT 'imported' as value, 'Imported Values' as display_value FROM DUAL","Calculated Values, Imported Values, Manual Entries, System Values",success,4,,,"[{""links"": [], ""display_value"": ""Calculated Values"", ""value"": ""calculated""}, {""links"": [], ""display_value"": ""Imported Values"", ""value"": ""imported""}, {""links"": [], ""display_value"": ""Manual Entries"", ""value"": ""manual""}, {""links"": [], ""display_value"": ""System Values"", ""value"": ""system""}]",Radio Buttons
q519,Custom,Show metadata repository,Which custom fields?,custom-fields,'text',"SELECT 'text' as value, 'Text Fields' as display_value FROM DUAL UNION ALL SELECT 'number' as value, 'Numeric Fields' as display_value FROM DUAL UNION ALL SELECT 'date' as value, 'Date Fields' as display_value FROM DUAL UNION ALL SELECT 'list' as value, 'List Fields' as display_value FROM DUAL UNION ALL SELECT 'all' as value, 'All Custom Fields' as display_value FROM DUAL","All Custom Fields, Date Fields, List Fields, Numeric Fields, Text Fields",success,5,,,"[{""links"": [], ""display_value"": ""All Custom Fields"", ""value"": ""all""}, {""links"": [], ""display_value"": ""Date Fields"", ""value"": ""date""}, {""links"": [], ""display_value"": ""List Fields"", ""value"": ""list""}, {""links"": [], ""display_value"": ""Numeric Fields"", ""value"": ""number""}, {""links"": [], ""display_value"": ""Text Fields"", ""value"": ""text""}]",Checkbox Multi-Select
q520,Reporting,Track schema changes,How far back?,history-depth,'1month',"SELECT '1month' as value, '1 Month' as display_value FROM DUAL UNION ALL SELECT '3months' as value, '3 Months' as display_value FROM DUAL UNION ALL SELECT '6months' as value, '6 Months' as display_value FROM DUAL UNION ALL SELECT '1year' as value, '1 Year' as display_value FROM DUAL UNION ALL SELECT 'all' as value, 'All History' as display_value FROM DUAL","1 Month, 1 Year, 3 Months, 6 Months, All History",success,5,,,"[{""links"": [], ""display_value"": ""1 Month"", ""value"": ""1month""}, {""links"": [], ""display_value"": ""1 Year"", ""value"": ""1year""}, {""links"": [], ""display_value"": ""3 Months"", ""value"": ""3months""}, {""links"": [], ""display_value"": ""6 Months"", ""value"": ""6months""}, {""links"": [], ""display_value"": ""All History"", ""value"": ""all""}]",Checkbox Multi-Select
q521,Reporting,Show field dependencies,How should I handle hierarchies?,hierarchy-handling,'flat',"SELECT 'flat' as value, 'Flat View' as display_value FROM DUAL UNION ALL SELECT 'tree' as value, 'Hierarchical Tree' as display_value FROM DUAL UNION ALL SELECT 'rollup' as value, 'Roll Up to Parent' as display_value FROM DUAL UNION ALL SELECT 'drill' as value, 'Drill Down Enabled' as display_value FROM DUAL","Drill Down Enabled, Flat View, Roll Up to Parent, Hierarchical Tree",success,4,,,"[{""links"": [], ""display_value"": ""Drill Down Enabled"", ""value"": ""drill""}, {""links"": [], ""display_value"": ""Flat View"", ""value"": ""flat""}, {""links"": [], ""display_value"": ""Roll Up to Parent"", ""value"": ""rollup""}, {""links"": [], ""display_value"": ""Hierarchical Tree"", ""value"": ""tree""}]",Radio Buttons
q522,System,Monitor record counts,Maximum results?,max-results,'100',"SELECT '100' as value, 'Up to 100' as display_value FROM DUAL UNION ALL SELECT '500' as value, 'Up to 500' as display_value FROM DUAL UNION ALL SELECT '1000' as value, 'Up to 1000' as display_value FROM DUAL UNION ALL SELECT 'all' as value, 'All Results' as display_value FROM DUAL","Up to 100, Up to 1000, Up to 500, All Results",success,4,,,"[{""links"": [], ""display_value"": ""Up to 100"", ""value"": ""100""}, {""links"": [], ""display_value"": ""Up to 1000"", ""value"": ""1000""}, {""links"": [], ""display_value"": ""Up to 500"", ""value"": ""500""}, {""links"": [], ""display_value"": ""All Results"", ""value"": ""all""}]",Checkbox Multi-Select
q523,Sales,Calculate growth rates,Which sales metric?,sales-metric,'revenue',"SELECT 'revenue' as value, 'Revenue' as display_value FROM DUAL UNION ALL SELECT 'units' as value, 'Units Sold' as display_value FROM DUAL UNION ALL SELECT 'margin' as value, 'Profit Margin' as display_value FROM DUAL UNION ALL SELECT 'growth' as value, 'Growth Rate' as display_value FROM DUAL","Growth Rate, Profit Margin, Revenue, Units Sold",success,4,,,"[{""links"": [], ""display_value"": ""Growth Rate"", ""value"": ""growth""}, {""links"": [], ""display_value"": ""Profit Margin"", ""value"": ""margin""}, {""links"": [], ""display_value"": ""Revenue"", ""value"": ""revenue""}, {""links"": [], ""display_value"": ""Units Sold"", ""value"": ""units""}]",Checkbox Multi-Select
q524,Financial Analysis,Show market share analysis,Compare against what?,comparison-basis,'prior_period',"SELECT 'prior_period' as value, 'Prior Period' as display_value FROM DUAL UNION ALL SELECT 'prior_year' as value, 'Prior Year' as display_value FROM DUAL UNION ALL SELECT 'budget' as value, 'Budget' as display_value FROM DUAL UNION ALL SELECT 'forecast' as value, 'Forecast' as display_value FROM DUAL","Budget, Forecast, Prior Period, Prior Year",success,4,,,"[{""links"": [], ""display_value"": ""Budget"", ""value"": ""budget""}, {""links"": [], ""display_value"": ""Forecast"", ""value"": ""forecast""}, {""links"": [], ""display_value"": ""Prior Period"", ""value"": ""prior_period""}, {""links"": [], ""display_value"": ""Prior Year"", ""value"": ""prior_year""}]",Radio Buttons
q525,Commerce,Track competitive positioning,Which brands?,brands,'brand_a',"SELECT 'brand_a' as value, 'Brand A' as display_value FROM DUAL UNION ALL SELECT 'brand_b' as value, 'Brand B' as display_value FROM DUAL UNION ALL SELECT 'private_label' as value, 'Private Label' as display_value FROM DUAL UNION ALL SELECT 'all' as value, 'All Brands' as display_value FROM DUAL","All Brands, Brand A, Brand B, Private Label",success,4,,,"[{""links"": [], ""display_value"": ""All Brands"", ""value"": ""all""}, {""links"": [], ""display_value"": ""Brand A"", ""value"": ""brand_a""}, {""links"": [], ""display_value"": ""Brand B"", ""value"": ""brand_b""}, {""links"": [], ""display_value"": ""Private Label"", ""value"": ""private_label""}]",Checkbox Multi-Select
q526,System,Show pricing analysis,Which type?,generic-type,'standard',"SELECT 'standard' as value, 'Standard' as display_value FROM DUAL UNION ALL SELECT 'custom' as value, 'Custom' as display_value FROM DUAL UNION ALL SELECT 'special' as value, 'Special' as display_value FROM DUAL UNION ALL SELECT 'all' as value, 'All Types' as display_value FROM DUAL","All Types, Custom, Special, Standard",success,4,,,"[{""links"": [], ""display_value"": ""All Types"", ""value"": ""all""}, {""links"": [], ""display_value"": ""Custom"", ""value"": ""custom""}, {""links"": [], ""display_value"": ""Special"", ""value"": ""special""}, {""links"": [], ""display_value"": ""Standard"", ""value"": ""standard""}]",Checkbox Multi-Select
q527,Financial Analysis,Calculate price elasticity,How should I calculate?,calculation-method,'average',"SELECT 'average' as value, 'Average' as display_value FROM DUAL UNION ALL SELECT 'weighted' as value, 'Weighted Average' as display_value FROM DUAL UNION ALL SELECT 'median' as value, 'Median' as display_value FROM DUAL UNION ALL SELECT 'sum' as value, 'Sum Total' as display_value FROM DUAL","Average, Median, Sum Total, Weighted Average",success,4,,,"[{""links"": [], ""display_value"": ""Average"", ""value"": ""average""}, {""links"": [], ""display_value"": ""Median"", ""value"": ""median""}, {""links"": [], ""display_value"": ""Sum Total"", ""value"": ""sum""}, {""links"": [], ""display_value"": ""Weighted Average"", ""value"": ""weighted""}]",Radio Buttons
q528,Marketing,Show discount analysis,Which promotion type?,promotion-type,'percentage',"SELECT 'percentage' as value, 'Percentage Discount' as display_value FROM DUAL UNION ALL SELECT 'fixed' as value, 'Fixed Amount' as display_value FROM DUAL UNION ALL SELECT 'bogo' as value, 'Buy One Get One' as display_value FROM DUAL UNION ALL SELECT 'free_shipping' as value, 'Free Shipping' as display_value FROM DUAL","Buy One Get One, Fixed Amount, Free Shipping, Percentage Discount",success,4,,,"[{""links"": [], ""display_value"": ""Buy One Get One"", ""value"": ""bogo""}, {""links"": [], ""display_value"": ""Fixed Amount"", ""value"": ""fixed""}, {""links"": [], ""display_value"": ""Free Shipping"", ""value"": ""free_shipping""}, {""links"": [], ""display_value"": ""Percentage Discount"", ""value"": ""percentage""}]",Checkbox Multi-Select
q529,Marketing,Track promotional effectiveness,Which marketing channels?,marketing-channels,'email',"SELECT 'email' as value, 'Email Marketing' as display_value FROM DUAL UNION ALL SELECT 'social' as value, 'Social Media' as display_value FROM DUAL UNION ALL SELECT 'search' as value, 'Search Marketing' as display_value FROM DUAL UNION ALL SELECT 'display' as value, 'Display Advertising' as display_value FROM DUAL UNION ALL SELECT 'affiliate' as value, 'Affiliate Marketing' as display_value FROM DUAL","Affiliate Marketing, Display Advertising, Email Marketing, Search Marketing, Social Media",success,5,,,"[{""links"": [], ""display_value"": ""Affiliate Marketing"", ""value"": ""affiliate""}, {""links"": [], ""display_value"": ""Display Advertising"", ""value"": ""display""}, {""links"": [], ""display_value"": ""Email Marketing"", ""value"": ""email""}, {""links"": [], ""display_value"": ""Search Marketing"", ""value"": ""search""}, {""links"": [], ""display_value"": ""Social Media"", ""value"": ""social""}]",Checkbox Multi-Select
q530,Commerce,Show channel performance,Which sales channels?,sales-channels,'web',"SELECT 'web' as value, 'Web Store' as display_value FROM DUAL UNION ALL SELECT 'pos' as value, 'Point of Sale' as display_value FROM DUAL UNION ALL SELECT 'callcenter' as value, 'Call Center' as display_value FROM DUAL","Call Center, Point of Sale, Web Store",success,3,,,"[{""links"": [], ""display_value"": ""Call Center"", ""value"": ""callcenter""}, {""links"": [], ""display_value"": ""Point of Sale"", ""value"": ""pos""}, {""links"": [], ""display_value"": ""Web Store"", ""value"": ""web""}]",Checkbox Multi-Select
q531,Financial Analysis,Calculate channel profitability,Which margin formula?,margin-formula,'gross',"SELECT 'gross' as value, 'Gross Margin' as display_value FROM DUAL UNION ALL SELECT 'contribution' as value, 'Contribution Margin' as display_value FROM DUAL UNION ALL SELECT 'operating' as value, 'Operating Margin' as display_value FROM DUAL UNION ALL SELECT 'net' as value, 'Net Margin' as display_value FROM DUAL","Contribution Margin, Gross Margin, Net Margin, Operating Margin",success,4,,,"[{""links"": [], ""display_value"": ""Contribution Margin"", ""value"": ""contribution""}, {""links"": [], ""display_value"": ""Gross Margin"", ""value"": ""gross""}, {""links"": [], ""display_value"": ""Net Margin"", ""value"": ""net""}, {""links"": [], ""display_value"": ""Operating Margin"", ""value"": ""operating""}]",Checkbox Multi-Select
q532,CRM,Show omnichannel metrics,Which origin channel?,origin-channel,'phone',"SELECT 'phone' as value, 'Phone' as display_value FROM DUAL UNION ALL SELECT 'email' as value, 'Email' as display_value FROM DUAL UNION ALL SELECT 'chat' as value, 'Chat' as display_value FROM DUAL UNION ALL SELECT 'social' as value, 'Social Media' as display_value FROM DUAL UNION ALL SELECT 'portal' as value, 'Customer Portal' as display_value FROM DUAL","Chat, Email, Phone, Customer Portal, Social Media",success,5,,,"[{""links"": [], ""display_value"": ""Chat"", ""value"": ""chat""}, {""links"": [], ""display_value"": ""Email"", ""value"": ""email""}, {""links"": [], ""display_value"": ""Phone"", ""value"": ""phone""}, {""links"": [], ""display_value"": ""Customer Portal"", ""value"": ""portal""}, {""links"": [], ""display_value"": ""Social Media"", ""value"": ""social""}]",Checkbox Multi-Select
q533,Marketing,Track customer journey,Which funnel stage?,funnel-stage,'awareness',"SELECT 'awareness' as value, 'Awareness' as display_value FROM DUAL UNION ALL SELECT 'consideration' as value, 'Consideration' as display_value FROM DUAL UNION ALL SELECT 'decision' as value, 'Decision' as display_value FROM DUAL UNION ALL SELECT 'purchase' as value, 'Purchase' as display_value FROM DUAL UNION ALL SELECT 'retention' as value, 'Retention' as display_value FROM DUAL","Awareness, Consideration, Decision, Purchase, Retention",success,5,,,"[{""links"": [], ""display_value"": ""Awareness"", ""value"": ""awareness""}, {""links"": [], ""display_value"": ""Consideration"", ""value"": ""consideration""}, {""links"": [], ""display_value"": ""Decision"", ""value"": ""decision""}, {""links"": [], ""display_value"": ""Purchase"", ""value"": ""purchase""}, {""links"": [], ""display_value"": ""Retention"", ""value"": ""retention""}]",Checkbox Multi-Select
q534,Marketing,Show touchpoint analysis,Which attribution model?,attribution-model,'first_touch',"SELECT 'first_touch' as value, 'First Touch' as display_value FROM DUAL UNION ALL SELECT 'last_touch' as value, 'Last Touch' as display_value FROM DUAL UNION ALL SELECT 'linear' as value, 'Linear' as display_value FROM DUAL UNION ALL SELECT 'time_decay' as value, 'Time Decay' as display_value FROM DUAL UNION ALL SELECT 'position' as value, 'Position Based' as display_value FROM DUAL","First Touch, Last Touch, Linear, Position Based, Time Decay",success,5,,,"[{""links"": [], ""display_value"": ""First Touch"", ""value"": ""first_touch""}, {""links"": [], ""display_value"": ""Last Touch"", ""value"": ""last_touch""}, {""links"": [], ""display_value"": ""Linear"", ""value"": ""linear""}, {""links"": [], ""display_value"": ""Position Based"", ""value"": ""position""}, {""links"": [], ""display_value"": ""Time Decay"", ""value"": ""time_decay""}]",Checkbox Multi-Select
q535,Financial Analysis,Calculate conversion optimization,How should I calculate?,calculation-method,'average',"SELECT 'average' as value, 'Average' as display_value FROM DUAL UNION ALL SELECT 'weighted' as value, 'Weighted Average' as display_value FROM DUAL UNION ALL SELECT 'median' as value, 'Median' as display_value FROM DUAL UNION ALL SELECT 'sum' as value, 'Sum Total' as display_value FROM DUAL","Average, Median, Sum Total, Weighted Average",success,4,,,"[{""links"": [], ""display_value"": ""Average"", ""value"": ""average""}, {""links"": [], ""display_value"": ""Median"", ""value"": ""median""}, {""links"": [], ""display_value"": ""Sum Total"", ""value"": ""sum""}, {""links"": [], ""display_value"": ""Weighted Average"", ""value"": ""weighted""}]",Radio Buttons
q536,Commerce,Show A/B test results,Which website?,website-selection,'main',"SELECT 'main' as value, 'Main Website' as display_value FROM DUAL UNION ALL SELECT 'b2b' as value, 'B2B Portal' as display_value FROM DUAL UNION ALL SELECT 'b2c' as value, 'B2C Store' as display_value FROM DUAL","B2B Portal, B2C Store, Main Website",success,3,,,"[{""links"": [], ""display_value"": ""B2B Portal"", ""value"": ""b2b""}, {""links"": [], ""display_value"": ""B2C Store"", ""value"": ""b2c""}, {""links"": [], ""display_value"": ""Main Website"", ""value"": ""main""}]",Checkbox Multi-Select
q537,Commerce,Track user behavior,How do you define abandonment?,abandonment-definition,'30min',"SELECT '30min' as value, '30 Minutes Inactive' as display_value FROM DUAL UNION ALL SELECT '1hour' as value, '1 Hour Inactive' as display_value FROM DUAL UNION ALL SELECT '24hours' as value, '24 Hours Inactive' as display_value FROM DUAL UNION ALL SELECT 'session_end' as value, 'Session Ended' as display_value FROM DUAL","1 Hour Inactive, 24 Hours Inactive, 30 Minutes Inactive, Session Ended",success,4,,,"[{""links"": [], ""display_value"": ""1 Hour Inactive"", ""value"": ""1hour""}, {""links"": [], ""display_value"": ""24 Hours Inactive"", ""value"": ""24hours""}, {""links"": [], ""display_value"": ""30 Minutes Inactive"", ""value"": ""30min""}, {""links"": [], ""display_value"": ""Session Ended"", ""value"": ""session_end""}]",Radio Buttons
